Bedrooms,Bathrooms,Land area,CV,SA1,0-19 years,20-29 years,30-39 years,40-49 years,50-59 years,60+ years,Suburbs,NZDep2018,NZDep2018_Score,population
5,5.0,1449.0,5000000,7005844,39,15,9,24,15,27,Remuera,2.0,911.0,135
5,4.0,480.0,1240000,7005400,33,75,42,24,33,36,Mount Eden,4.0,944.0,237
6,7.0,507.0,1875000,7005400,33,75,42,24,33,36,Mount Eden,4.0,944.0,237
5,5.0,506.0,2525000,7005400,33,75,42,24,33,36,Mount Eden,4.0,944.0,237
3,2.0,825.0,970000,7004664,33,21,27,21,18,30,New Windsor,7.0,1024.0,150
4,1.0,718.0,1040000,7007527,42,33,15,21,27,27,Blockhouse Bay,8.0,1031.0,171
3,2.0,531.0,2125000,7005460,45,24,15,21,24,27,Mount Eden,3.0,927.0,168
3,1.0,306.0,2525000,7005080,24,12,18,21,18,69,Saint Marys Bay,2.0,900.0,165
4,3.0,328.0,1220000,7006303,36,15,15,24,30,45,Kohimarama,1.0,861.0,168
3,2.0,607.0,1360000,7005442,27,51,30,18,18,18,Mount Eden,5.0,958.0,159
3,1.0,218.0,1525000,7004883,36,24,33,36,27,30,Ponsonby,3.0,929.0,186
3,2.0,543.0,1975000,7005192,51,24,9,30,21,30,Mount Eden,6.0,984.0,168
3,1.0,455.0,2900000,7004906,81,18,24,45,30,18,Ponsonby,1.0,890.0,219
3,1.0,723.0,950000,7007454,72,66,45,33,24,51,Avondale,9.0,1077.0,291
4,1.0,1330.0,1105000,7007454,72,66,45,33,24,51,Avondale,9.0,1077.0,291
3,1.0,725.0,1180000,7006436,33,21,18,12,15,0,Glen Innes,10.0,1161.0,108
3,1.0,1568.0,2450000,7007699,57,42,33,21,27,27,Mount Roskill,8.0,1042.0,216
3,1.0,615.0,940000,7007518,36,42,15,27,36,39,Blockhouse Bay,4.0,950.0,192
4,3.0,558.0,1290000,7007524,30,18,18,15,18,24,Blockhouse Bay,3.0,926.0,123
3,1.0,378.0,790000,7004323,60,39,36,27,24,30,Avondale,7.0,1019.0,216
4,3.0,304.0,1280000,7009397,42,63,30,21,15,33,Papatoetoe,9.0,1107.0,210
3,1.0,675.0,1500000,7007896,27,33,33,36,48,57,Onehunga,10.0,1207.0,228
4,2.0,383.0,980000,7007519,21,27,18,18,18,24,Blockhouse Bay,6.0,995.0,132
4,2.0,592.0,1340000,7004786,57,15,12,36,21,15,Mount Albert,1.0,896.0,159
4,3.0,701.0,1650000,7008443,21,15,6,12,42,78,Mount Wellington,3.0,924.0,177
4,2.0,612.0,1025000,7007965,72,36,39,24,21,30,Onehunga,9.0,1100.0,216
4,1.0,522.0,1775000,7004741,54,18,24,36,33,21,Grey Lynn,1.0,877.0,180
5,3.0,446.0,1350000,7007724,51,57,30,33,24,33,Mount Roskill,3.0,937.0,225
5,2.0,625.0,1085000,7007528,39,21,24,18,9,27,Blockhouse Bay,4.0,949.0,129
3,1.0,584.0,810000,7007981,27,12,21,21,18,24,Onehunga,5.0,972.0,126
4,2.0,895.0,1250000,7007730,30,45,30,24,27,21,Hillsborough,4.0,944.0,174
3,2.0,417.0,1225000,7007730,30,45,30,24,27,21,Hillsborough,4.0,944.0,174
5,3.0,184.0,850000,7004537,36,45,39,18,15,24,Avondale,6.0,978.0,165
5,3.0,478.0,1245000,7004537,36,45,39,18,15,24,New Windsor,6.0,978.0,165
4,3.0,344.0,1245000,7004537,36,45,39,18,15,24,New Windsor,6.0,978.0,165
3,1.0,496.0,1400000,7004711,63,33,42,33,30,48,Ponsonby,9.0,1076.0,246
3,1.0,763.0,1230000,7004823,51,36,9,21,9,9,Wesley,10.0,1241.0,135
4,2.0,658.0,910000,7007773,33,21,15,24,9,24,Hillsborough,6.0,977.0,126
5,4.0,483.0,2475000,7006284,12,6,18,18,15,33,Kohimarama,3.0,937.0,102
4,3.0,708.0,1675000,7005472,36,21,18,18,21,24,Epsom,2.0,912.0,144
4,2.0,809.0,1750000,7005472,36,21,18,18,21,24,Three Kings,2.0,912.0,144
4,3.0,365.0,780000,7007511,60,33,27,21,24,21,Blockhouse Bay,10.0,1139.0,192
5,3.0,540.0,2100000,7006631,75,9,9,42,30,21,Glendowie,1.0,851.0,186
5,5.0,402.0,2350000,7006421,42,3,9,24,6,42,St Heliers,2.0,898.0,135
2,1.0,696.0,680000,7005269,18,36,39,18,12,15,Auckland Central,5.0,968.0,132
3,1.0,688.0,1000000,7007576,45,21,21,21,15,33,Lynfield,3.0,934.0,156
3,1.0,498.0,985000,7004520,51,39,57,27,21,33,New Windsor,5.0,968.0,219
3,1.0,2168.0,1940000,7004704,66,15,12,42,45,39,Herne Bay,2.0,908.0,216
3,2.0,617.0,3050000,7005841,45,24,6,24,30,39,Remuera,1.0,890.0,162
3,2.0,268.0,740000,7006537,75,54,45,21,18,33,Glen Innes,9.0,1103.0,252
3,3.0,1173.0,3300000,7006491,57,15,3,39,24,36,St Heliers,1.0,885.0,177
5,3.0,500.0,1275000,7004325,45,54,30,39,33,60,Avondale,8.0,1065.0,267
3,2.0,1219.0,2000000,7006638,33,27,9,18,18,27,Glendowie,9.0,1072.0,138
3,1.0,658.0,1475000,7005222,33,33,36,24,18,27,Mount Eden,5.0,957.0,168
4,2.0,674.0,840000,7004427,63,42,30,27,24,18,Avondale,6.0,999.0,198
3,1.0,961.0,1820000,7006033,18,15,18,15,9,18,Ellerslie,3.0,933.0,93
5,4.0,466.0,1650000,7004598,42,30,39,21,18,30,Mount Albert,8.0,1038.0,180
5,4.0,498.0,1500000,7007534,33,21,24,12,21,27,Blockhouse Bay,7.0,1029.0,135
4,4.0,475.0,4300000,7005663,18,9,27,9,15,30,Parnell,5.0,956.0,114
3,2.0,258.0,2200000,7004861,12,27,15,9,24,12,Saint Marys Bay,2.0,903.0,108
4,2.0,388.0,1950000,7006414,36,12,9,15,27,27,St Heliers,1.0,893.0,126
5,3.0,379.0,2650000,7005874,54,18,24,30,21,30,Greenlane,5.0,958.0,171
3,1.0,675.0,1100000,7007873,54,54,57,30,27,36,Onehunga,6.0,997.0,258
4,2.0,1133.0,1280000,7008240,24,12,15,12,15,21,Mount Wellington,5.0,962.0,105
6,2.0,1190.0,800000,7005833,51,15,12,36,30,21,Remuera,3.0,927.0,159
4,2.0,921.0,2400000,7005452,45,27,15,27,21,39,Epsom,5.0,959.0,168
4,2.0,400.0,1125000,7005058,54,27,30,21,24,15,Wesley,10.0,1156.0,180
3,1.0,936.0,2725000,7005973,60,24,30,27,30,27,Remuera,1.0,895.0,195
5,3.0,926.0,2150000,7005634,39,24,18,30,33,45,Epsom,4.0,949.0,186
4,2.0,479.0,1220000,7006433,90,63,48,21,24,21,Glen Innes,7.0,1015.0,261
4,2.0,525.0,1575000,7006016,30,48,60,36,33,30,Ellerslie,4.0,945.0,231
4,2.0,469.0,2500000,7006481,48,18,12,24,45,45,St Heliers,1.0,875.0,186
5,3.0,498.0,2650000,7006481,48,18,12,24,45,45,St Heliers,1.0,875.0,186
2,1.0,531.0,1220000,7005002,42,48,36,30,21,30,Mount Eden,6.0,996.0,210
5,4.0,329.0,940000,7004507,36,54,42,15,18,15,Mount Albert,7.0,1020.0,183
3,1.0,364.0,1000000,7007599,39,54,36,21,21,33,Mount Roskill,6.0,988.0,204
4,3.0,319.0,2675000,7005834,36,21,12,21,15,30,Remuera,3.0,926.0,144
5,3.0,585.0,1525000,7004403,45,24,36,30,18,33,Avondale,9.0,1080.0,186
4,3.0,306.0,1025000,7006024,48,36,27,24,12,9,One Tree Hill,9.0,1112.0,159
4,2.0,200.0,1425000,7006348,51,15,33,33,21,33,Stonefields,1.0,884.0,189
4,2.0,573.0,1220000,7005189,39,27,12,27,12,9,Mount Eden,2.0,914.0,123
3,2.0,201.0,360000,7005264,0,0,0,0,0,0,Auckland Central,1.0,884.0,3
2,1.0,1108.0,1600000,7004388,48,27,33,27,18,18,Avondale,8.0,1067.0,174
4,3.0,300.0,1450000,7006323,36,30,45,24,15,27,Saint Johns,4.0,939.0,183
4,2.0,1075.0,1130000,7007502,18,24,24,9,9,15,Avondale,7.0,1020.0,96
3,1.0,475.0,750000,7008250,51,48,36,18,12,21,Mount Wellington,8.0,1037.0,192
4,3.0,303.0,1000000,7007515,39,24,30,21,21,21,Blockhouse Bay,4.0,949.0,156
5,4.0,651.0,3350000,7005738,21,18,12,9,12,24,Epsom,7.0,1008.0,99
5,4.0,751.0,770000,7004241,87,42,30,27,24,15,Kelston,10.0,1150.0,222
5,3.0,390.0,845000,7007697,39,48,15,21,18,27,Mount Roskill,8.0,1044.0,171
4,3.0,221.0,930000,7007749,36,21,15,21,24,27,Epsom,4.0,939.0,144
5,4.0,854.0,3125000,7006672,60,18,12,33,21,27,Glendowie,2.0,914.0,174
5,3.0,220.0,1240000,7005229,42,51,51,12,30,27,Mount Eden,5.0,965.0,219
4,2.0,980.0,980000,7007735,36,33,27,21,21,24,Hillsborough,6.0,991.0,168
2,1.0,306.0,780000,7005287,45,147,60,12,6,6,Auckland Central,7.0,1009.0,273
3,3.0,607.0,2900000,7005688,42,69,42,33,42,60,Parnell,2.0,911.0,285
4,3.0,814.0,2425000,7005629,54,27,18,27,33,30,Epsom,6.0,981.0,189
4,1.0,941.0,910000,7004416,57,45,45,27,33,21,Avondale,8.0,1065.0,231
4,3.0,177.0,970000,7007726,51,36,51,24,15,39,Hillsborough,6.0,982.0,219
3,1.0,723.0,1140000,7004805,27,27,27,15,18,9,Sandringham,3.0,933.0,114
4,2.0,855.0,1225000,7007608,42,33,30,24,18,30,Mount Roskill,4.0,938.0,174
5,2.0,1459.0,2025000,7007715,45,45,36,21,30,30,Mount Roskill,4.0,945.0,204
3,2.0,328.0,1080000,7006469,12,15,27,27,12,21,Mount Wellington,4.0,950.0,114
3,1.0,1004.0,2475000,7005988,42,12,9,21,24,27,Remuera,1.0,895.0,129
4,2.0,1171.0,2625000,7005611,15,18,3,6,30,30,Epsom,4.0,950.0,99
4,3.0,691.0,1800000,7006334,36,27,24,21,24,48,Saint Johns,4.0,947.0,177
4,3.0,584.0,1200000,7006276,21,21,12,18,15,30,Mission Bay,4.0,940.0,123
7,3.0,729.0,2000000,7005669,36,33,33,33,12,42,Parnell,3.0,926.0,189
5,4.0,650.0,2675000,7006078,57,24,21,36,30,54,Remuera,1.0,876.0,216
5,3.0,506.0,860000,7007532,51,42,36,36,24,36,Blockhouse Bay,4.0,951.0,225
4,1.0,415.0,1200000,7007484,42,42,33,18,18,51,Blockhouse Bay,5.0,975.0,207
5,4.0,374.0,1650000,7006526,48,24,21,30,27,24,Glendowie,3.0,923.0,168
4,2.0,636.0,1950000,7005445,30,15,9,21,21,9,Mount Eden,2.0,911.0,105
3,1.0,1204.0,1100000,7008243,42,36,36,21,15,15,Mount Wellington,5.0,962.0,168
3,1.0,607.0,840000,7007476,27,21,27,6,9,45,Blockhouse Bay,10.0,1147.0,138
2,1.0,938.0,1925000,7006158,15,12,24,9,15,27,Orakei,6.0,979.0,102
5,3.0,1262.0,4650000,7005960,18,33,18,12,27,33,Orakei,2.0,905.0,138
5,4.0,413.0,1375000,7007727,69,54,39,33,30,18,Hillsborough,5.0,973.0,243
3,1.0,3361.0,1650000,7008449,78,54,42,30,24,15,Mount Wellington,8.0,1059.0,231
3,1.0,814.0,1230000,7007540,60,27,24,24,33,33,Blockhouse Bay,4.0,940.0,204
4,2.0,1100.0,2550000,7006418,39,9,12,24,24,33,St Heliers,1.0,853.0,138
5,3.0,524.0,1875000,7004801,36,48,27,21,18,24,Sandringham,6.0,978.0,168
4,2.0,721.0,3400000,7004566,30,18,6,18,15,30,Westmere,3.0,936.0,114
3,1.0,494.0,770000,7007663,42,39,9,24,18,12,Mount Roskill,10.0,1152.0,150
5,3.0,1006.0,2475000,7006172,39,12,27,27,27,48,Mission Bay,1.0,897.0,180
3,1.0,1867.0,2075000,7004495,18,39,27,15,3,12,Waterview,7.0,1022.0,117
4,3.0,397.0,1160000,7005868,54,30,15,18,24,27,Remuera,5.0,964.0,165
3,2.0,908.0,1150000,7007494,33,24,18,21,27,57,Blockhouse Bay,6.0,982.0,183
4,3.0,277.0,1850000,7007803,45,27,51,30,9,30,Royal Oak,7.0,999.0,192
5,3.0,308.0,1250000,7004668,39,51,21,15,33,27,New Windsor,8.0,1034.0,189
5,3.0,888.0,3500000,7006620,78,15,18,33,39,39,St Heliers,1.0,890.0,213
5,3.0,664.0,3900000,7006620,78,15,18,33,39,39,St Heliers,1.0,890.0,213
5,3.0,889.0,4100000,7006620,78,15,18,33,39,39,St Heliers,1.0,890.0,213
4,2.0,677.0,3450000,7005992,42,27,12,21,30,33,Remuera,5.0,963.0,165
3,1.0,670.0,830000,7008345,57,36,30,24,21,15,Mount Wellington,7.0,1021.0,186
4,2.0,837.0,1850000,7006199,36,24,24,21,27,12,Meadowbank,3.0,920.0,147
6,4.0,3062.0,12250000,7005696,60,12,15,27,24,33,Remuera,1.0,881.0,168
4,2.0,652.0,3450000,7005696,60,12,15,27,24,33,Remuera,1.0,881.0,168
3,2.0,971.0,2425000,7008497,42,27,33,15,24,21,Otahuhu,9.0,1109.0,168
4,2.0,344.0,1000000,7004411,36,27,21,24,15,18,Avondale,6.0,995.0,132
3,1.0,581.0,990000,7007881,45,24,30,18,24,12,Onehunga,2.0,919.0,159
4,2.0,1743.0,2375000,7005430,60,51,30,39,18,18,Mount Eden,6.0,986.0,216
4,2.0,350.0,1150000,7007594,51,60,39,18,30,21,Mount Roskill,6.0,986.0,219
5,2.0,340.0,760000,7004840,42,33,33,21,27,60,Wesley,10.0,1301.0,210
5,3.0,1080.0,3750000,7005826,33,18,9,15,30,42,Remuera,1.0,871.0,141
5,2.0,620.0,2250000,7005743,51,24,12,21,27,33,Epsom,5.0,958.0,174
5,6.0,3565.0,12500000,7005840,42,9,6,27,30,36,Remuera,1.0,849.0,150
5,3.0,736.0,1175000,7007584,30,36,27,21,30,24,Lynfield,6.0,987.0,165
6,2.0,2053.0,1453000,7008478,39,15,27,21,12,21,Otahuhu,10.0,1189.0,135
6,1.0,640.0,2925000,7005403,36,63,12,27,21,27,Mount Eden,5.0,956.0,192
3,1.0,506.0,2175000,7005660,42,48,21,39,21,39,Parnell,3.0,924.0,210
4,3.0,578.0,4000000,7005961,15,15,18,9,15,27,Orakei,7.0,1029.0,102
1,1.0,252.0,920000,7006283,9,12,15,12,21,54,Kohimarama,3.0,932.0,123
4,1.0,1368.0,670000,7005464,54,18,15,24,21,27,Mount Eden,1.0,885.0,159
6,1.0,607.0,1200000,7005497,15,27,24,15,18,30,Auckland Central,6.0,981.0,129
5,3.0,453.0,1250000,7007758,36,30,45,21,24,21,Three Kings,6.0,976.0,180
5,2.0,1854.0,5300000,7005745,48,18,12,15,36,45,Remuera,1.0,891.0,174
3,1.0,806.0,1665000,7005917,54,33,27,27,15,30,Greenlane,4.0,946.0,192
